Respondent ID,Collector ID,Start Date,End Date,freq_use,role,training_instructor_led,training_web_based,training_read,no_training,training_effectiveness,explain_training_effectiveness,support_Gnet,support_inapplication,support_ref_doc,support_SOP,support_contacted,support_IT,explain_support,complete_without_help,explain_complete_without_help,easy_access_documents,explain_easy_access_documents,satisfaction,explain_satisfaction,Gvault_efficiency,explain_Gvault_efficiency,Gvault_improved,explain_Gvault_improved,functional_area,explain_functional_area,office_location,explain_office_location,job_level,explain_job_level,time_worked_Glead
11162228478,249459562,2019-11-21 01:07:13,2019-11-21 01:13:04,At least once a week,Consumer - Read Only,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Not effective enough,"Training was too soon - before the system was rolled out. Perhaps hands on training for read only, to show how to search for docs would have been more effective",GNet,,,,,,,Never,Have not had to do this yet,No,,Slightly Unsatisfied,Still have difficulty finding the PDs that I want to reference,No noticeable difference,My use is limited at the moment,Yes,able to download PDs to share,Research and Development (R&D),,Cambridge,,Director,,>7 Years
11162209541,249459562,2019-11-21 00:46:09,2019-11-21 01:00:54,Daily,Owner / Author,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Not effective enough,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,Contacted my Document Control or Training Group,IT Support / SPARC,,Most of the time,,Yes,,Very Satisfied,,Increased,,Yes,,Research and Development (R&D),,Other (please specify),France,Manager / Group Leader,,3-4 years
11162199027,249459562,2019-11-21 00:52:36,2019-11-21 00:54:54,At least once a week,Consumer - Read Only,,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,,In-Application (GVault),"Reference Document (User Manual, Reference Guide, Training Material, etc)",,Contacted my Document Control or Training Group,,,All the time,,Yes,,Satisfied,,Increased,,Yes,,Information Technology (IT),,Cork/Dublin,,Other (please specify),It engineer,Less than a year
11162177409,249459562,2019-11-21 00:37:37,2019-11-21 00:41:49,At least once a week,Consumer - Read Only,,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,helpful to understand the procedures,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,Contacted my Document Control or Training Group,,,All the time,able to complete the work,Yes,,Satisfied,,Increased,,Yes,,Information Technology (IT),,Foster City,,Individual Contributor,,Less than a year
11162163868,249459562,2019-11-20 22:11:39,2019-11-21 00:33:12,At least once a week,Consumer - Read Only,,,,I did not take training,Effective,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,,,,All the time,,Yes,,Satisfied,,Increased,,Yes,,Finance,,Other (please specify),India,Other (please specify),SQA Contractor,1 to 2 years
11162160686,249459562,2019-11-21 00:28:56,2019-11-21 00:31:26,Less than once a month,Not Sure,,Web/Computer Based,,,Effective,,GNet,,,SOPs and Work Instructions,,IT Support / SPARC,,Most of the time,,Yes,,Satisfied,,Increased,,Yes,,Information Technology (IT),,Foster City,,Other (please specify),contractor,Less than a year
11162149515,249459562,2019-11-21 00:16:13,2019-11-21 00:23:45,At least once a month,Consumer - Read Only,Instructor Led,,Read & Understood of Procedural Document(s),,Not effective enough,"a quick refresher training on searching documents would be welcome now that we have SOP, WRK, BED, etc",,,,,,,peers help,Most of the time,,No,"advanced search (per department for example) not very clear to me.   different types of documents (SOP, WRK, BED, etc)  related documents are not linked",Satisfied,,No noticeable difference,No noticeable difference from a read only perspective,No,,,,,,,,
11162116786,249459562,2019-11-21 00:00:41,2019-11-21 00:03:28,At least once a month,Not Sure,Instructor Led,,Read & Understood of Procedural Document(s),,Very effective,Found ILC training very informative,,,,SOPs and Work Instructions,,,,Some of the time,,Yes,,Satisfied,,No noticeable difference,Not using it long so not sure yet,Yes,,Facilities and Operations,,Cork/Dublin,,Individual Contributor,,>7 Years
11162108328,249459562,2019-11-20 23:55:16,2019-11-20 23:57:23,Daily,Consumer - Read Only,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,GNet,,,,,,,Most of the time,,Yes,We will still be using IRSOP numbers in many years time here to search,Satisfied,,No noticeable difference,,Yes,,Commercial,,Cork/Dublin,,Individual Contributor,,5-7 years
11162092368,249459562,2019-11-20 23:44:30,2019-11-20 23:46:54,At least once a week,Consumer - Read Only,,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,,,,Most of the time,,Yes,,Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Other (please specify),Milan,Director,,3-4 years
11162076678,249459562,2019-11-20 23:31:21,2019-11-20 23:35:48,Daily,Owner / Author,,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,Contacted my Document Control or Training Group,,,Some of the time,,No,Usually search result brings too many documents and I cannot sort it to find the document I want.,Slightly Unsatisfied,I am not sure if my life gets better with GVault QDMS compared to GDocs.,No noticeable difference,,No,,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Manager / Group Leader,,>7 Years
11162070515,249459562,2019-11-20 23:22:29,2019-11-20 23:31:42,Daily,Owner / Author,Instructor Led,,Read & Understood of Procedural Document(s),,Not effective enough,"The onsite procedures are poor. Not all of the information is documented in one procedure and the flow of information is poor. The documents show be instructional, with clear step by step instructions. They are not",,,,,,,The first time I updated a document and routed it for approval i had all of the relevant procedures in front on me. The is no flow to them and the information is disjointed. I relied on a co-worker who had previously routed documents to show me. Alot of the steps he showed me were not in the procedures or were buried in them.,Never,The procedures are NOT user friendly. Refer to previous comment,Yes,,Slightly Unsatisfied,,Increased,This system will be easier to use once I become more familiar with it.,,"The process is still laborious and could definitely be improved, but there are less steps on the new system and more of a flow to it",Pharmaceutical Development and Manufacturing (PDM),,Cork/Dublin,,Other (please specify),QC Chemist,>7 Years
11162045195,249459562,2019-11-20 23:06:19,2019-11-20 23:12:56,Daily,Consumer - Read Only,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,Read to understand and sign off.  when perform the job try to do the right thing and follow it.,GNet,In-Application (GVault),"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,Contacted my Document Control or Training Group,,,Most of the time,,Yes,Only when you remember the SOP number.,Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,San Dimas/La Verne,,Individual Contributor,,>7 Years
11162010255,249459562,2019-11-20 22:45:44,2019-11-20 22:47:00,Less than once a month,Not Sure,,,Read & Understood of Procedural Document(s),,Effective,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,Contacted my Document Control or Training Group,IT Support / SPARC,,Some of the time,,Yes,,Satisfied,,No noticeable difference,,No,,,,,,,,
11161958371,249459562,2019-11-20 22:02:49,2019-11-20 22:07:02,Daily,Not Sure,,,Read & Understood of Procedural Document(s),,Effective,,GNet,In-Application (GVault),,SOPs and Work Instructions,Contacted my Document Control or Training Group,IT Support / SPARC,,Most of the time,,Yes,,Satisfied,,Increased,,Yes,,Information Technology (IT),,Other (please specify),India,Other (please specify),Worker,Less than a year
11161928586,249459562,2019-11-20 21:40:05,2019-11-20 21:43:35,At least once a month,Consumer - Read Only,,Web/Computer Based,,,Effective,,,,,,,IT Support / SPARC,,Most of the time,,Yes,,Satisfied,,No noticeable difference,,Yes,,Other (please specify),Contractor,Other (please specify),Remote,Other (please specify),Contractor,Less than a year
11161912919,249459562,2019-11-20 21:07:52,2019-11-20 21:37:48,At least once a week,Reviewer / Approver,Instructor Led,,,,Not effective enough,"I wanted to know how to effectively search a document I want to look and what kind of documents I can search, namely basic information on GVault.",,,,,,,"I tried to, but couldn't find any support and information. (Example, I wanted to print SOP, but I couldn't do it.)",Some of the time,"I sometimes couldn't find the document I want to see, and also couldn't print the document.",No,I sometimes couldn't find the document I want to see.,Slightly Unsatisfied,I want a manual or a guide for GVault.,No noticeable difference,,Yes,it's easily viewable for searched document list in GVault compared to GDocs.,Research and Development (R&D),,Other (please specify),Tokyo,Manager / Group Leader,,3-4 years
11161907195,249459562,2019-11-20 21:23:36,2019-11-20 21:26:27,At least once a month,Owner / Author,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,GNet,In-Application (GVault),,SOPs and Work Instructions,,,,Most of the time,,Yes,,Satisfied,,Decreased,,Yes,,Information Technology (IT),,Other (please specify),India,Other (please specify),Validation Engineer,3-4 years
11161898134,249459562,2019-11-20 21:16:09,2019-11-20 21:20:37,At least once a month,Reviewer / Approver,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Very effective,,,,,SOPs and Work Instructions,Contacted my Document Control or Training Group,IT Support / SPARC,,All the time,,Yes,,Very Satisfied,,Increased,,Yes,,Information Technology (IT),,Foster City,,Individual Contributor,,Less than a year
11161862250,249459562,2019-11-20 20:43:59,2019-11-20 20:54:56,Daily,Consumer - Read Only,,Web/Computer Based,Read & Understood of Procedural Document(s),,Not effective enough,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,,,,Most of the time,,Yes,,Slightly Unsatisfied,,No noticeable difference,,Yes,,Commercial,,Other (please specify),"Tokyo, Japan",Individual Contributor,,1 to 2 years
11161840941,249459562,2019-11-20 20:34:24,2019-11-20 20:36:28,Daily,Reviewer / Approver,Instructor Led,,Read & Understood of Procedural Document(s),,Very effective,,,,,,Contacted my Document Control or Training Group,,,All the time,,Yes,,Very Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Oceanside,,Director,,5-7 years
11161806052,249459562,2019-11-20 20:09:48,2019-11-20 20:12:11,Daily,Reviewer / Approver,,,Read & Understood of Procedural Document(s),,Effective,,GNet,,,,,,,All the time,,Yes,,Very Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Executive Leadership,,>7 Years
11161792898,249459562,2019-11-20 19:59:15,2019-11-20 20:03:27,Daily,Reviewer / Approver,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Very effective,,GNet,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,,,,Most of the time,,No,Search functionality is not as robust as I might have hoped.,Satisfied,,Increased,"For all its minor quibbles, GVault provides an infinitely greater user experience than GDocs could ever even dream of.",Yes,See answer to 9.,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Manager / Group Leader,,5-7 years
11161756807,249459562,2019-11-20 19:33:17,2019-11-20 19:40:05,At least once a month,Consumer - Read Only,,,Read & Understood of Procedural Document(s),,Very effective,,GNet,,,,,,,Most of the time,,Yes,,Satisfied,,Increased,,Yes,,Information Technology (IT),,Other (please specify),MB,Other (please specify),IT Support,3-4 years
