Measure,Measure_type,Ethnicity,Ethnicity_type,Time,Time_Type,Region,Age,Age_Type,Sex,Value,Confidence_interval,Numerator,Denominator,Sample_size
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,North West,50-64,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,Scotland,50-64,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,South East,50-64,16-64,Men,72.2,12.8,8800,12200,118
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,South West,50-64,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,Wales,50-64,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,West Midlands,50-64,16-64,Men,58.5,14.3,10800,18400,114
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,Yorkshire and The Humber,50-64,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,All,50-64,16-64,Women,36.1,4.9,51400,142300,931
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,East Midlands,50-64,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,East of England,50-64,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,London,50-64,16-64,Women,40.3,9.1,25400,63000,279
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,North East,50-64,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,North West,50-64,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,Scotland,50-64,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,South East,50-64,16-64,Women,49.4,13.2,6700,13600,138
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,South West,50-64,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,Wales,50-64,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,West Midlands,50-64,16-64,Women,29,12.9,5000,17200,118
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,Yorkshire and The Humber,50-64,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,All,All,16-64,All,57,1.5,1095500,1921100,11063
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,East Midlands,All,16-64,All,59.5,4.7,84700,142300,1054
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,East of England,All,16-64,All,63.7,5.2,64300,100900,835
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,London,All,16-64,All,58,2.9,435000,750000,2809
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,North East,All,16-64,All,56.7,8.2,18200,32100,348
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,North West,All,16-64,All,50.3,4.1,89000,176900,1421
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,Scotland,All,16-64,All,55.5,8.7,26500,47800,315
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,South East,All,16-64,All,66.3,3.7,118800,179100,1576
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,South West,All,16-64,All,71,8.1,27000,38100,304
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,Wales,All,16-64,All,56.2,9.8,12600,22300,245
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,West Midlands,All,16-64,All,52.1,4.2,134300,257600,1347
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,Yorkshire and The Humber,All,16-64,All,49,5.4,85200,173900,809
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,All,All,16-64,Men,68.7,2,673700,980400,5335
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,East Midlands,All,16-64,Men,68.9,6.2,50500,73200,527
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,East of England,All,16-64,Men,77.3,6.4,39700,51300,416
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,London,All,16-64,Men,68.9,3.9,264700,384300,1347
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,North East,All,16-64,Men,72.9,10.6,11700,16000,168
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,North West,All,16-64,Men,65.4,5.6,58600,89600,684
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,Scotland,All,16-64,Men,65.6,11.7,17300,26400,159
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,South East,All,16-64,Men,75.9,4.9,66700,87800,736
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,South West,All,16-64,Men,80.2,10.3,15600,19500,144
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,Wales,All,16-64,Men,66.5,14.3,7000,10500,105
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,West Midlands,All,16-64,Men,63.5,5.9,83200,131100,649
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,Yorkshire and The Humber,All,16-64,Men,64.8,7.4,58800,90600,400
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,All,All,16-64,Women,44.8,2,421800,940700,5728
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,East Midlands,All,16-64,Women,49.5,6.7,34200,69000,527
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,East of England,All,16-64,Women,49.7,7.6,24600,49600,419
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,London,All,16-64,Women,46.5,4,170200,365700,1462
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,North East,All,16-64,Women,40.6,11.3,6500,16000,180
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,North West,All,16-64,Women,34.9,5.4,30400,87400,737
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,Scotland,All,16-64,Women,43.1,12.3,9200,21400,156
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,South East,All,16-64,Women,57.1,5.3,52100,91300,840
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,South West,All,16-64,Women,61.2,11.9,11400,18600,160
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,Wales,All,16-64,Women,47.2,13.1,5600,11900,140
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,West Midlands,All,16-64,Women,40.4,5.8,51100,126500,698
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2004,year,Yorkshire and The Humber,All,16-64,Women,31.7,7.1,26400,83300,409
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,All,16-24,16-64,All,33.6,6.3,35000,104300,531
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,East Midlands,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,East of England,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,London,16-24,16-64,All,36.8,12.4,15100,41100,146
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,North East,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,North West,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,Scotland,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,South East,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,South West,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,Wales,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,West Midlands,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,Yorkshire and The Humber,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,All,16-24,16-64,Men,28.8,8.2,17100,59500,293
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,East Midlands,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,East of England,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,London,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,North East,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,North West,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,Scotland,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,South East,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,South West,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,Wales,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,West Midlands,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,Yorkshire and The Humber,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,All,16-24,16-64,Women,39.9,9.8,17900,44800,238
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,East Midlands,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,East of England,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,London,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,North East,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,North West,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,Scotland,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,South East,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,South West,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,Wales,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,West Midlands,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,Yorkshire and The Humber,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,All,25-49,16-64,All,66.9,3.7,175000,261400,1528
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,East Midlands,25-49,16-64,All,70.7,13.6,9400,13300,107
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,East of England,25-49,16-64,All,74.3,11,14000,18800,151
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,London,25-49,16-64,All,65.5,7.4,74400,113600,401
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,North East,25-49,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,North West,25-49,16-64,All,60.1,13.2,11500,19200,132
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,Scotland,25-49,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,South East,25-49,16-64,All,78.7,7.5,26500,33700,285
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,South West,25-49,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,Wales,25-49,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,West Midlands,25-49,16-64,All,56,15.1,11600,20600,103
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,Yorkshire and The Humber,25-49,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,All,25-49,16-64,Men,77.2,5,98300,127300,664
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,East Midlands,25-49,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,East of England,25-49,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,London,25-49,16-64,Men,79,9.3,45900,58100,185
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,North East,25-49,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,North West,25-49,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,Scotland,25-49,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,South East,25-49,16-64,Men,87.6,9.5,12400,14200,115
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,South West,25-49,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,Wales,25-49,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,West Midlands,25-49,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,Yorkshire and The Humber,25-49,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,All,25-49,16-64,Women,57.2,5.2,76700,134100,864
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,East Midlands,25-49,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,East of England,25-49,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,London,25-49,16-64,Women,51.3,10.5,28500,55500,216
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,North East,25-49,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,North West,25-49,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,Scotland,25-49,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,South East,25-49,16-64,Women,72.3,10.6,14100,19500,170
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,South West,25-49,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,Wales,25-49,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,West Midlands,25-49,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,Yorkshire and The Humber,25-49,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,All,50-64,16-64,All,64.4,7.4,37700,58600,399
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,East Midlands,50-64,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,East of England,50-64,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,London,50-64,16-64,All,67.6,13,19000,28100,125
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,North East,50-64,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,North West,50-64,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,Scotland,50-64,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,South East,50-64,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,South West,50-64,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,Wales,50-64,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,West Midlands,50-64,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,Yorkshire and The Humber,50-64,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,All,50-64,16-64,Men,75.2,10.2,19800,26400,173
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,East Midlands,50-64,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,East of England,50-64,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian Other,Detailed,2004,year,London,50-64,16-64,Men,?,?,?,?,?
